qasm_path,runtime,fidelity,matrix_product_state_max_bond_dimension,mps_lapack,opt_level,matrix_product_state_truncation_threshold,mps_sample_measure_algorithm
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.7827043533325195,1.0,128,1,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.8969001770019531,1.0,128,1,2,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.750324010848999,1.0,64,1,2,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.9148597717285156,0.898,64,1,1,1e-2,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,4.935669183731079,0.394,128,0,3,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.6452245712280273,0.998,128,0,1,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.47765541076660156,0.899,32,0,2,1e-2,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.5320496559143066,0.899,2048,1,2,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.6246566772460938,0.999,32,1,2,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.5356128215789795,1.0,2048,1,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.6288809776306152,1.0,256,0,1,1e-3,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.6274950504302979,1.0,16,0,2,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,3.09476637840271,0.394,32,1,2,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.8974783420562744,1.0,2048,1,2,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,1.0614078044891357,1.0,32,1,2,1e-6,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,2.8214385509490967,0.394,32,0,2,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.6452696323394775,1.0,32,0,1,1e-3,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.7791852951049805,1.0,2048,1,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.3938419818878174,0.899,32,0,2,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.7371814250946045,0.998,128,0,1,1e-4,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.6498959064483643,0.998,2048,0,1,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,22.84375786781311,0.393,512,1,1,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,1.1197259426116943,0.998,256,1,1,1e-4,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.7829198837280273,0.999,256,1,2,1e-4,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.7836449146270752,0.999,64,1,2,1e-4,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.7416200637817383,1.0,32,0,2,1e-6,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.7683007717132568,0.898,256,1,1,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.7364578247070312,0.998,512,0,1,1e-4,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.7847561836242676,0.999,512,1,2,1e-4,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,1.5039334297180176,1.0,1024,0,1,1e-7,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.6386775970458984,0.999,1024,1,2,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.5332906246185303,1.0,2048,0,2,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,1.1198327541351318,0.998,1024,1,1,1e-4,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.9276704788208008,0.898,2048,1,1,1e-2,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.39197516441345215,1.0,256,0,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.6208300590515137,0.999,128,1,2,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.6294243335723877,0.999,256,1,2,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,23.020687580108643,0.393,256,1,1,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.44214463233947754,0.999,2048,0,2,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.5499131679534912,0.999,512,0,2,1e-4,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.7522811889648438,1.0,2048,1,2,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.8924059867858887,1.0,32,1,2,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.6258652210235596,0.999,2048,1,2,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.7746381759643555,1.0,128,1,3,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.8276002407073975,1.0,2048,0,1,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.7337081432342529,0.998,2048,0,1,1e-4,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.7330892086029053,1.0,512,0,2,1e-6,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.5363631248474121,0.999,64,0,2,1e-4,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.5380048751831055,1.0,512,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,1.3988592624664307,1.0,512,1,1,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.7243227958679199,1.0,2048,0,2,1e-6,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.5631265640258789,0.999,2048,0,2,1e-4,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,1.1797761917114258,1.0,16,0,1,1e-6,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.6416423320770264,1.0,64,0,2,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.7209007740020752,1.0,256,1,3,1e-3,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.8896608352661133,1.0,1024,1,2,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.5375607013702393,0.999,32,0,2,1e-4,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.9248268604278564,1.0,2048,0,1,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.6285274028778076,1.0,1024,0,2,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.6264855861663818,1.0,2048,0,2,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.5231509208679199,0.898,2048,0,1,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.5414674282073975,1.0,1024,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.39370274543762207,1.0,2048,0,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.41823410987854004,1.0,2048,0,3,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.5302188396453857,1.0,2048,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,4.851042032241821,0.394,2048,0,2,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.477327823638916,0.899,64,0,2,1e-2,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,4.831646919250488,0.394,2048,0,3,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,21.65324068069458,0.397,512,0,1,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,4.941904067993164,0.394,2048,0,2,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,5.472534656524658,0.394,64,0,3,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.5275130271911621,0.898,256,0,1,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,4.923357248306274,0.394,256,0,2,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.5466518402099609,1.0,256,1,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.46778249740600586,0.999,2048,0,3,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.3855764865875244,0.899,2048,0,2,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.39606523513793945,0.899,128,0,2,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.4887406826019287,0.899,2048,0,2,1e-2,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.6599175930023193,1.0,2048,0,3,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.4434654712677002,0.999,1024,0,2,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,0.513012170791626,1.0,2048,0,3,1e-3,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.08623099327087402,1.0,64,1,3,1e-3,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.055744171142578125,1.0,16,0,1,1e-4,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.06066417694091797,1.0,64,0,2,1e-4,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.08772397041320801,1.0,32,1,3,1e-7,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.03211259841918945,1.0,64,0,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.03310561180114746,1.0,1024,0,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.08023452758789062,1.0,256,1,1,1e-3,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.03286457061767578,1.0,128,0,2,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.03242659568786621,1.0,256,1,2,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.08414435386657715,1.0,128,1,2,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.033799171447753906,1.0,256,1,3,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.02766585350036621,1.0,64,0,1,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.027949810028076172,1.0,512,1,1,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.028162717819213867,1.0,512,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.03484010696411133,1.0,256,0,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.03355264663696289,1.0,2048,0,2,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.032035112380981445,1.0,128,0,2,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.03309440612792969,1.0,4,0,3,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.08653640747070312,1.0,32,1,3,1e-3,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.031767845153808594,1.0,512,0,2,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.027761220932006836,1.0,16,0,1,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.027560710906982422,1.0,2048,0,1,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.02818775177001953,1.0,64,1,1,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.027925729751586914,1.0,2048,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.0324091911315918,1.0,256,1,2,1e-7,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.03307151794433594,1.0,512,1,2,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.027930259704589844,1.0,512,1,1,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.027957439422607422,1.0,2048,0,1,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.033429622650146484,1.0,32,1,3,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.033341169357299805,1.0,2048,1,2,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.02781510353088379,1.0,2048,1,1,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.028589963912963867,1.0,8,0,1,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.028140783309936523,1.0,4,0,1,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.02962207794189453,1.0,32,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.02754378318786621,1.0,512,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.02740764617919922,1.0,128,0,1,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.027499675750732422,1.0,128,0,1,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.033484458923339844,1.0,512,0,3,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.02791881561279297,1.0,8,0,1,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.036896705627441406,1.0,32,0,2,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.055145263671875,1.0,2048,0,1,1e-8,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.032172441482543945,1.0,2048,0,2,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.03338503837585449,1.0,4,0,2,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.03256559371948242,1.0,4,0,2,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.027679443359375,1.0,4,0,1,1e-7,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.030548810958862305,1.0,4,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.06104397773742676,1.0,4,0,2,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.027743101119995117,1.0,4,0,1,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.03372550010681152,1.0,4,0,3,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.028000831604003906,1.0,128,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.08114933967590332,1.0,32,1,1,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.028090238571166992,1.0,4,1,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.033560752868652344,1.0,2048,0,3,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.027884483337402344,1.0,2048,0,1,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.028842449188232422,1.0,32,0,1,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.05553460121154785,1.0,4,0,1,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.07963395118713379,1.0,4,1,1,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.029103517532348633,1.0,512,1,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.05775761604309082,1.0,32,0,1,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.02777242660522461,1.0,2048,1,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.03345656394958496,1.0,2048,1,3,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.08003354072570801,1.0,2048,1,1,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.09057164192199707,1.0,2048,1,1,1e-3,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.031430959701538086,1.0,2048,1,1,1e-7,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.03414511680603027,1.0,256,1,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.02742290496826172,1.0,2048,1,1,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.032843828201293945,1.0,2048,1,2,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.08056092262268066,1.0,2048,1,1,1e-8,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.03344988822937012,1.0,2048,1,3,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.03202390670776367,1.0,2048,1,2,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.0322880744934082,1.0,4,0,2,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.08062958717346191,1.0,4,1,1,1e-8,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.028054237365722656,1.0,2048,0,1,1e-7,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.027912139892578125,1.0,2048,1,1,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.02841496467590332,1.0,4,1,1,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.08538603782653809,1.0,128,1,3,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.033670902252197266,1.0,4,1,3,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.05623030662536621,1.0,2048,0,1,1e-7,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,0.0887441635131836,1.0,2048,1,1,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.583188533782959,1.0,1024,0,2,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,1.7773141860961914,1.0,128,1,2,1e-6,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,1.2455461025238037,1.0,16,0,2,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.5832898616790771,1.0,256,0,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,1.2238984107971191,1.0,512,0,2,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,1.2557673454284668,1.0,16,0,2,1e-3,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.6247878074645996,1.0,16,1,3,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,1.777695894241333,1.0,128,1,2,1e-4,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.6122589111328125,1.0,64,0,3,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.5852532386779785,1.0,32,0,2,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,1.747589349746704,1.0,16,1,1,1e-8,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,1.2441136837005615,1.0,32,0,2,1e-7,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,1.2651078701019287,1.0,128,0,2,1e-8,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,1.7999370098114014,1.0,64,1,3,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.6030316352844238,1.0,256,1,2,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,1.7350118160247803,1.0,32,1,1,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.6018550395965576,1.0,64,1,2,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.594895601272583,1.0,64,1,2,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,1.775986671447754,1.0,512,1,2,1e-6,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.6245150566101074,1.0,1024,1,3,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,1.8082835674285889,1.0,8,1,2,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.596505880355835,1.0,128,1,2,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.6020841598510742,1.0,128,1,2,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.5964314937591553,1.0,8,1,2,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.5983726978302002,1.0,64,1,2,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.5826504230499268,1.0,2048,1,1,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.599480390548706,1.0,32,1,2,1e-7,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,1.726210117340088,1.0,1024,1,1,1e-4,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,1.7621707916259766,1.0,8,1,2,1e-4,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,1.788276195526123,1.0,128,1,2,1e-3,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.5558874607086182,1.0,1024,1,1,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.6025152206420898,1.0,512,1,2,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.5579335689544678,1.0,4,1,1,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.617333173751831,1.0,2048,1,3,1e-7,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.5609469413757324,1.0,8,1,1,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.5948948860168457,1.0,128,1,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,1.8445088863372803,1.0,32,1,2,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,1.7764744758605957,1.0,256,1,2,1e-8,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,1.7484395503997803,1.0,4,1,1,1e-7,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.574970006942749,1.0,4,1,1,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.5888636112213135,1.0,16,0,2,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.5366623401641846,1.0,4,0,1,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.5890622138977051,1.0,512,1,2,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.5343317985534668,1.0,16,0,1,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.5658190250396729,1.0,4,1,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.5645842552185059,1.0,8,1,1,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.6191751956939697,1.0,16,1,3,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,0.5430173873901367,1.0,32,0,1,1e-1,mps_probabilities
